studentID,School,age,sex,mother tongue,BMI/nutrional status,Grade 1 Final ratings in Math,Grade 1 Final ratings in English,Grade 1 Final ratings in Filipino,Grade 1 Final ratings in Araling Panlipunan,Grade 2 Final ratings in Math,Grade 2 Final ratings in English,Grade 2 Final ratings in Filipino,Grade 2 Final ratings in Araling Panlipunan,Grade 3 Final ratings in Math,Grade 3 Final ratings in English,Grade 3 Final ratings in Science,Grade 3 Final ratings in Filipino,Grade 3 Final ratings in Araling Panlipunan,Grade 4 Final ratings in Math,Grade 4 Final ratings in English,Grade 4 Final ratings in Science,Grade 4 Final ratings in Filipino,Grade 4 Final ratings in Araling Panlipunan,Grade 5 Final ratings in Math,Grade 5 Final ratings in English,Grade 5 Final ratings in Science,Grade 5 Final ratings in Filipino,Grade 5 Final ratings in Araling Panlipunan,Grade 6 Final ratings in Math,Grade 6 Final ratings in English,Grade 6 Final ratings in Science,Grade 6 Final ratings in Filipino,Grade 6 Final ratings in Araling Panlipunan,School MPS
S0410,Urdaneta I Central School,8,F,Filipino,Wasted,82,96,81,94,78,84,87,88,84,99,99,95,79,79,100,83,82,79,89,94,98,97,79,99,89,92,98,94,66.82
S0411,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Ilocano,Overweight,94,87,97,85,76,92,79,88,75,88,87,89,77,77,84,83,89,85,94,82,86,93,88,100,93,92,89,77,75.71
S0412,Urdaneta I Central School,6,F,Ilocano,Overweight,82,95,75,84,89,90,79,99,100,82,82,95,88,78,98,96,75,79,96,77,79,99,86,77,93,76,96,77,66.82
S0413,Urdaneta I Central School,10,M,Filipino,Severely Wasted,89,82,85,85,98,82,89,77,85,99,85,84,78,84,76,76,86,85,100,82,77,100,80,94,100,77,94,84,66.82
S0414,Don Alipio Fernandes Sr. IS,7,F,Filipino,Overweight,90,79,95,81,87,78,86,85,81,91,88,95,99,97,75,94,91,92,94,99,98,76,96,94,97,77,79,82,73.08
S0415,Urdaneta I Central School,9,F,Ilocano,Overweight,80,96,83,83,87,90,78,85,84,89,79,77,83,80,85,93,94,99,89,86,98,88,96,79,96,99,95,92,66.82
S0416,Don Alipio Fernandes Sr. IS,11,F,Ilocano,Normal,93,97,98,93,86,83,87,75,99,78,100,100,82,100,84,91,94,82,95,75,100,79,88,79,96,86,88,92,73.08
S0417,Don Alipio Fernandes Sr. IS,12,M,Ilocano,Normal,78,99,80,91,82,91,96,93,98,90,88,92,88,100,77,92,82,88,97,83,85,91,97,97,96,98,92,88,73.08
S0418,Urdaneta I Central School,7,F,Tagalog,Severely Wasted,76,93,89,90,86,77,100,82,81,88,76,81,81,76,83,98,100,75,98,83,79,85,97,89,95,100,99,89,66.82
S0419,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Ilocano,Wasted,82,93,77,98,76,99,77,77,94,77,77,100,90,85,90,95,94,82,93,80,92,93,76,80,90,98,86,81,75.71
S0420,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Obese,87,94,93,90,91,80,75,78,87,99,94,100,86,82,100,83,75,99,100,76,100,87,91,95,92,93,91,91,73.08
S0421,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Ilocano,Wasted,93,87,100,94,78,82,88,79,95,87,98,84,82,97,91,85,93,77,89,78,89,92,77,78,90,86,95,76,75.71
S0422,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Tagalog,Wasted,75,85,93,98,91,97,84,81,92,83,99,84,97,76,80,76,84,96,89,83,78,78,82,79,88,75,97,99,75.71
S0423,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Ilocano,Obese,78,93,87,100,77,93,97,79,88,92,85,87,96,93,84,83,91,100,92,83,82,83,75,98,83,87,85,84,75.71
S0424,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Normal,81,92,83,84,82,79,76,100,75,87,96,79,98,87,88,98,88,78,95,88,85,76,94,90,98,80,83,98,75.71
S0425,Don Alipio Fernandes Sr. IS,6,M,Filipino,Severely Wasted,82,90,90,98,96,96,84,92,76,82,91,88,85,85,82,94,75,88,82,93,91,75,98,92,79,83,80,77,73.08
S0426,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Normal,76,95,87,75,89,78,88,92,79,77,93,98,78,85,84,96,88,90,86,75,75,81,87,99,100,98,87,95,75.71
S0427,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Ilocano,Severely Wasted,95,98,86,75,99,98,88,89,84,95,88,78,83,78,97,86,99,86,95,97,86,86,87,95,84,78,75,94,75.71
S0428,Urdaneta I Central School,8,F,Ilocano,Wasted,94,90,75,86,84,77,83,89,89,83,94,99,76,98,91,88,96,95,75,91,89,99,86,95,80,90,77,84,66.82
S0429,Urdaneta I Central School,6,M,Tagalog,Wasted,92,92,79,86,87,83,76,96,78,78,94,75,91,91,90,84,98,96,94,90,81,82,100,77,98,95,75,90,66.82
S0430,Don Alipio Fernandes Sr. IS,12,F,Filipino,Overweight,98,95,79,78,94,83,98,82,92,78,99,83,96,94,83,95,88,78,93,93,94,90,93,83,97,80,97,87,73.08
S0431,Don Alipio Fernandes Sr. IS,10,M,Tagalog,Severely Wasted,89,88,81,78,79,97,93,88,100,84,99,97,99,81,75,80,78,80,87,76,81,84,84,90,91,88,78,77,73.08
S0432,Don Alipio Fernandes Sr. IS,12,M,Filipino,Obese,78,92,82,98,82,89,99,76,93,87,77,82,93,81,87,89,85,83,79,78,83,83,84,94,98,77,87,82,73.08
S0433,Don Alipio Fernandes Sr. IS,9,F,Ilocano,Obese,92,85,95,83,100,76,99,100,76,96,99,86,77,81,93,83,84,79,75,99,100,82,94,82,89,93,91,91,73.08
S0434,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Filipino,Wasted,84,80,95,83,84,86,97,86,79,99,80,100,97,75,78,96,98,94,83,90,96,89,83,95,83,96,89,94,75.71
S0435,Urdaneta I Central School,9,F,Ilocano,Overweight,99,79,95,94,95,75,88,79,88,83,84,83,82,83,78,100,78,86,95,100,89,93,99,88,94,97,100,87,66.82
S0436,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Ilocano,Wasted,76,82,84,86,82,90,78,99,90,79,95,88,99,77,84,85,98,97,78,92,97,87,86,80,82,93,75,93,75.71
S0437,Urdaneta I Central School,11,F,Filipino,Overweight,82,98,75,90,83,90,75,79,78,82,89,96,93,100,91,89,77,99,77,88,91,90,93,88,81,100,83,95,66.82
S0438,Don Alipio Fernandes Sr. IS,10,M,Tagalog,Obese,76,75,87,85,84,85,89,75,89,95,75,83,85,98,99,89,86,100,94,77,76,97,92,75,77,98,94,94,73.08
S0439,Urdaneta I Central School,8,F,Ilocano,Normal,79,83,78,98,96,75,95,75,87,96,78,95,90,87,98,83,76,97,85,89,94,77,99,80,75,91,92,84,66.82
S0440,Don Alipio Fernandes Sr. IS,11,F,Ilocano,Obese,86,90,86,85,81,82,92,100,89,79,75,80,82,85,86,80,86,84,75,89,77,91,82,95,78,83,78,77,73.08
S0441,Urdaneta I Central School,10,F,Tagalog,Normal,94,85,95,75,89,93,90,85,90,91,100,98,80,90,80,91,88,77,90,79,82,79,81,79,96,80,77,97,66.82
S0442,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Ilocano,Severely Wasted,99,89,95,78,94,89,88,80,77,79,82,78,86,92,95,94,95,92,77,85,96,78,91,81,97,82,99,88,75.71
S0443,Urdaneta I Central School,10,F,Filipino,Overweight,79,97,93,95,88,75,77,89,76,94,84,86,97,82,81,94,92,99,87,80,93,82,76,100,89,75,80,91,66.82
S0444,Don Alipio Fernandes Sr. IS,11,M,Filipino,Obese,80,85,88,93,76,79,80,99,87,83,84,94,91,75,95,98,94,78,83,75,92,99,98,91,89,84,90,98,73.08
S0445,Urdaneta I Central School,7,M,Ilocano,Overweight,95,77,99,97,96,92,81,95,80,97,77,81,94,75,99,94,79,81,86,91,88,80,94,76,100,91,99,85,66.82
S0446,Urdaneta I Central School,6,F,Ilocano,Wasted,81,77,77,86,94,81,97,95,79,88,87,85,91,88,100,79,93,86,79,87,76,79,75,93,84,89,89,80,66.82
S0447,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Ilocano,Wasted,86,98,79,79,77,94,92,81,78,99,100,90,100,100,99,95,99,98,100,88,100,77,96,97,89,83,77,97,75.71
S0448,Don Alipio Fernandes Sr. IS,11,M,Tagalog,Overweight,86,92,85,98,87,91,90,86,78,92,84,76,82,93,79,82,76,90,79,81,92,87,97,75,97,80,93,90,73.08
S0449,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Filipino,Severely Wasted,84,91,85,93,99,79,85,100,92,92,86,75,82,95,97,98,77,90,85,88,100,91,89,88,93,82,87,86,75.71
S0450,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Wasted,97,79,98,87,75,82,76,81,84,96,82,86,93,81,78,81,81,87,90,79,80,94,92,80,100,78,100,84,73.08
S0451,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Tagalog,Obese,85,83,85,100,83,97,78,89,95,98,94,97,79,97,89,77,84,99,81,75,78,79,79,99,80,96,75,85,75.71
S0452,Urdaneta I Central School,7,F,Tagalog,Normal,100,96,81,97,78,100,91,91,93,75,91,83,76,81,81,79,86,97,83,99,88,81,100,84,79,93,91,85,66.82
S0453,Don Alipio Fernandes Sr. IS,9,M,Tagalog,Severely Wasted,88,99,95,86,100,84,100,75,100,96,98,94,95,77,98,81,79,75,80,82,90,83,85,80,89,83,76,85,73.08
S0454,Don Alipio Fernandes Sr. IS,6,F,Filipino,Overweight,94,93,83,89,81,75,85,86,92,86,83,78,100,93,79,79,94,81,77,90,76,81,78,81,80,77,87,76,73.08
S0455,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Tagalog,Normal,93,89,99,97,93,76,79,78,78,93,84,84,87,90,90,89,99,76,95,78,83,83,100,79,83,76,84,90,75.71
S0456,Don Alipio Fernandes Sr. IS,6,M,Tagalog,Overweight,77,87,90,99,91,78,79,98,100,83,82,83,78,79,87,83,83,97,97,94,89,87,86,75,83,89,100,85,73.08
S0457,Don Alipio Fernandes Sr. IS,9,F,Filipino,Wasted,87,97,100,75,84,91,75,87,80,82,83,81,79,96,81,82,78,95,90,94,84,85,80,95,97,93,75,93,73.08
S0458,Don Alipio Fernandes Sr. IS,8,M,Tagalog,Overweight,77,84,94,86,79,75,80,95,76,82,90,98,79,100,98,96,77,100,94,91,79,87,89,78,83,95,97,78,73.08
S0459,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Tagalog,Overweight,76,88,78,93,100,93,77,98,81,96,97,93,84,81,79,98,78,90,95,77,78,76,79,82,96,86,75,99,75.71
S0460,Urdaneta I Central School,10,F,Ilocano,Obese,79,94,94,78,99,81,78,91,86,76,77,83,86,96,86,81,85,94,92,88,83,100,84,86,91,81,82,77,66.82
S0461,Urdaneta I Central School,12,F,Filipino,Wasted,91,76,94,96,89,76,94,83,79,75,82,86,94,94,82,83,79,76,78,95,75,76,79,76,86,76,100,99,66.82
S0462,Don Alipio Fernandes Sr. IS,12,M,Ilocano,Wasted,100,88,98,81,79,90,92,90,89,81,75,98,94,86,93,100,82,100,89,84,88,93,79,77,99,92,89,91,73.08
S0463,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Wasted,81,98,79,100,94,80,88,98,91,75,87,89,82,75,95,96,87,96,99,100,81,93,81,95,75,76,87,81,75.71
S0464,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Tagalog,Obese,97,92,90,98,81,95,89,90,97,86,97,96,97,82,82,93,99,87,84,82,80,90,96,79,76,83,83,93,75.71
S0465,Urdaneta I Central School,8,M,Ilocano,Obese,92,98,79,96,88,86,91,85,96,93,79,75,86,90,100,91,98,94,99,100,96,95,83,85,91,97,84,76,66.82
S0466,Don Alipio Fernandes Sr. IS,10,F,Filipino,Normal,93,96,95,85,98,93,95,94,89,75,83,89,100,84,85,84,75,83,95,76,84,92,76,87,79,76,89,91,73.08
S0467,Urdaneta I Central School,9,F,Filipino,Severely Wasted,77,88,96,92,90,83,75,97,85,78,82,94,75,95,76,86,84,80,83,77,90,99,87,76,94,88,77,81,66.82
S0468,Urdaneta I Central School,11,M,Filipino,Wasted,82,100,92,98,93,85,92,82,87,82,92,97,95,78,85,95,93,100,80,98,90,97,89,80,99,93,100,95,66.82
S0469,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Wasted,87,98,98,88,98,85,87,88,99,83,91,92,93,100,85,77,81,97,95,88,84,92,75,84,77,96,93,91,75.71
S0470,Urdaneta I Central School,12,F,Ilocano,Normal,85,82,79,77,92,80,92,86,86,93,86,99,85,80,79,91,89,95,90,76,78,95,97,90,78,89,96,87,66.82
S0471,Urdaneta I Central School,6,M,Tagalog,Normal,80,93,95,90,83,88,97,92,91,92,80,78,75,94,77,77,79,89,87,89,93,85,92,75,85,86,88,86,66.82
S0472,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Tagalog,Wasted,93,91,92,80,83,77,78,89,89,79,93,80,83,86,83,77,84,77,75,95,78,82,95,77,83,86,95,94,75.71
S0473,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Severely Wasted,98,96,96,96,82,78,93,75,83,93,95,77,88,91,82,90,83,97,99,93,93,96,97,83,92,97,82,94,75.71
S0474,Urdaneta I Central School,11,M,Tagalog,Normal,79,92,93,91,96,93,83,93,88,82,79,89,75,89,93,99,95,94,90,81,81,84,83,79,81,82,77,98,66.82
S0475,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Ilocano,Wasted,97,78,81,79,97,76,80,82,98,83,83,85,85,94,94,94,86,81,79,77,95,77,86,86,99,98,97,93,75.71
S0476,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Ilocano,Normal,80,81,86,87,75,87,95,82,82,96,87,86,87,100,95,98,80,94,92,85,96,96,92,100,79,81,94,96,75.71
S0477,Urdaneta I Central School,6,M,Tagalog,Wasted,80,98,83,92,98,97,94,80,96,98,87,93,99,88,86,90,90,97,82,98,97,84,83,98,79,89,99,77,66.82
S0478,Don Alipio Fernandes Sr. IS,9,M,Ilocano,Normal,87,75,85,79,76,93,94,80,81,82,94,88,96,91,80,89,88,81,89,93,81,96,100,86,81,80,87,97,73.08
S0479,Don Alipio Fernandes Sr. IS,12,F,Filipino,Overweight,83,88,94,95,93,82,86,92,99,75,84,94,79,90,95,99,76,85,77,83,75,98,79,82,75,86,91,85,73.08
S0480,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Tagalog,Wasted,83,88,75,85,97,90,75,99,79,87,100,96,80,94,93,78,96,97,76,79,97,89,79,87,98,100,98,82,75.71
S0481,Don Alipio Fernandes Sr. IS,9,F,Tagalog,Normal,88,87,97,92,78,88,79,90,80,91,81,83,97,84,84,84,83,99,90,98,76,99,79,76,95,99,97,95,73.08
S0482,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Overweight,88,77,86,100,85,92,92,82,87,91,84,76,85,77,77,93,97,82,100,79,98,76,77,97,94,91,88,79,75.71
S0483,Urdaneta I Central School,9,M,Tagalog,Obese,98,95,84,82,85,80,99,94,85,97,81,83,100,88,75,86,99,92,95,95,88,97,80,90,93,75,75,81,66.82
S0484,Urdaneta I Central School,12,F,Ilocano,Severely Wasted,90,85,86,86,83,83,89,90,83,78,78,94,91,99,89,93,100,94,90,89,78,99,76,81,96,83,76,97,66.82
S0485,Don Alipio Fernandes Sr. IS,11,M,Filipino,Wasted,94,95,79,94,87,96,88,99,99,76,81,83,94,80,82,95,94,94,78,79,96,91,79,95,77,78,80,95,73.08
S0486,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Tagalog,Obese,100,77,76,86,96,78,77,78,78,92,97,96,88,100,100,99,82,90,94,79,96,87,81,91,92,89,98,86,75.71
S0487,Urdaneta I Central School,9,M,Filipino,Severely Wasted,97,90,94,86,96,84,100,88,90,100,76,84,99,92,83,85,81,84,84,78,94,82,82,83,83,82,87,77,66.82
S0488,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Tagalog,Severely Wasted,86,96,92,75,91,77,78,84,75,79,96,93,89,80,95,100,95,100,85,89,79,88,97,97,99,81,100,96,75.71
S0489,Urdaneta I Central School,9,F,Ilocano,Overweight,85,85,95,83,99,97,84,82,82,81,88,95,89,79,78,85,100,89,85,78,77,96,98,76,77,96,86,77,66.82
S0490,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Filipino,Obese,90,99,99,98,85,87,80,87,75,75,84,80,78,77,91,100,87,82,78,88,81,81,95,75,78,95,98,91,75.71
S0491,Urdaneta I Central School,9,M,Filipino,Overweight,87,98,98,93,77,89,76,88,80,100,93,88,75,83,76,90,99,98,76,95,79,81,77,100,80,78,92,95,66.82
S0492,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Filipino,Obese,90,100,90,81,89,94,80,77,84,93,79,82,83,81,84,87,84,82,93,97,91,95,95,82,88,82,97,78,75.71
S0493,Don Alipio Fernandes Sr. IS,6,F,Ilocano,Obese,93,79,84,100,100,81,79,87,92,82,98,78,90,88,77,83,78,87,80,100,90,76,93,83,88,85,77,85,73.08
S0494,Urdaneta I Central School,11,M,Tagalog,Overweight,100,86,77,92,86,89,99,83,80,89,92,90,84,92,85,78,96,92,87,99,82,93,76,95,84,90,79,78,66.82
S0495,Don Alipio Fernandes Sr. IS,11,F,Tagalog,Severely Wasted,99,95,86,81,100,76,78,100,85,93,86,95,86,94,92,90,78,76,100,98,81,99,79,89,89,80,90,84,73.08
S0496,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Tagalog,Overweight,77,90,85,84,85,85,94,85,91,77,80,84,79,79,85,83,97,94,77,87,80,99,94,96,81,78,93,85,75.71
S0497,Urdaneta I Central School,10,M,Filipino,Wasted,84,90,93,76,97,79,94,80,92,79,91,78,84,97,97,85,83,80,97,97,95,90,97,92,76,80,98,75,66.82
S0498,Urdaneta I Central School,8,F,Tagalog,Wasted,94,87,87,93,82,89,95,77,81,84,84,76,77,97,85,97,83,78,79,95,81,98,93,90,94,97,81,95,66.82
S0499,Urdaneta I Central School,11,M,Filipino,Overweight,79,84,81,96,82,94,97,76,89,75,90,87,76,85,91,92,96,82,87,83,100,80,96,93,90,92,91,79,66.82
S0500,Don Alipio Fernandes Sr. IS,10,M,Filipino,Wasted,97,86,79,89,91,99,99,83,80,98,79,79,85,88,78,76,88,90,88,88,88,90,86,80,77,85,80,88,73.08
S0501,Urdaneta I Central School,10,F,Filipino,Severely Wasted,100,75,90,83,89,84,77,79,75,83,98,91,95,98,87,95,93,89,95,82,88,92,85,88,81,78,92,84,66.82
S0502,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Obese,97,90,92,76,83,82,79,95,83,95,91,93,79,83,90,96,87,87,90,80,95,79,79,78,96,92,79,99,75.71
S0503,Urdaneta I Central School,11,M,Tagalog,Obese,82,77,98,100,91,82,78,79,91,81,97,81,97,77,92,96,94,89,94,93,90,83,79,91,85,80,85,83,66.82
S0504,Urdaneta I Central School,11,M,Filipino,Normal,100,100,77,98,85,92,84,76,99,92,77,85,96,90,89,84,99,90,76,86,81,79,92,86,77,80,76,95,66.82
S0505,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Filipino,Normal,81,94,89,99,77,86,98,83,87,91,83,91,96,90,86,78,85,90,92,96,86,87,77,76,76,90,92,75,75.71
S0506,Don Alipio Fernandes Sr. IS,10,M,Ilocano,Wasted,83,100,100,90,88,97,90,97,75,82,94,77,91,91,95,89,85,94,75,97,80,90,95,91,94,87,80,89,73.08
S0507,Urdaneta I Central School,9,F,Tagalog,Severely Wasted,87,97,95,86,93,84,88,85,86,93,92,83,76,84,76,94,84,92,84,93,88,93,76,99,80,88,81,84,66.82
S0508,Urdaneta I Central School,10,F,Ilocano,Severely Wasted,97,88,91,78,95,77,77,82,100,77,82,98,95,82,77,82,80,85,99,96,95,90,97,90,84,95,94,77,66.82
S0509,Don Alipio Fernandes Sr. IS,9,F,Filipino,Obese,87,93,89,82,84,77,82,92,78,87,93,90,83,87,90,96,88,82,86,90,99,95,92,88,83,76,97,95,73.08
S0510,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Filipino,Severely Wasted,91,83,80,100,78,98,93,75,81,95,76,81,89,94,89,92,91,84,88,100,82,97,82,96,76,82,77,86,75.71
S0511,Don Alipio Fernandes Sr. IS,8,M,Ilocano,Obese,97,100,89,88,75,93,92,100,77,91,80,93,98,95,81,79,92,95,86,94,88,94,78,87,80,90,85,87,73.08
S0512,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Obese,94,81,88,80,91,99,77,94,90,81,85,84,85,87,79,88,82,79,78,75,91,77,77,96,87,93,77,99,73.08
S0513,Urdaneta I Central School,10,F,Tagalog,Overweight,79,85,84,86,84,78,81,99,85,98,78,92,93,98,96,91,90,91,78,82,97,94,89,98,79,99,89,75,66.82
S0514,Don Alipio Fernandes Sr. IS,10,M,Filipino,Wasted,94,75,96,100,84,99,84,77,100,100,79,86,97,88,83,79,80,92,79,83,87,93,78,85,94,89,94,75,73.08
S0515,Urdaneta I Central School,7,F,Tagalog,Normal,96,94,97,79,96,86,84,99,87,97,96,81,78,81,100,94,78,80,76,95,86,92,77,96,83,99,85,89,66.82
S0516,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Tagalog,Severely Wasted,82,89,96,96,92,81,86,97,83,84,85,84,91,100,84,81,79,99,83,82,89,80,88,80,77,81,75,99,75.71
S0517,Don Alipio Fernandes Sr. IS,9,M,Ilocano,Wasted,78,75,87,93,96,97,99,81,75,86,97,85,85,94,85,95,93,83,89,78,77,78,100,79,80,92,76,83,73.08
S0518,Don Alipio Fernandes Sr. IS,7,F,Filipino,Severely Wasted,92,90,82,75,76,95,99,79,97,83,80,78,86,88,92,79,97,91,92,87,89,79,87,97,97,91,81,89,73.08
S0519,Don Alipio Fernandes Sr. IS,10,M,Filipino,Obese,96,83,75,81,91,80,87,82,84,82,100,92,98,75,78,79,75,83,89,86,88,79,80,81,93,98,85,92,73.08
S0520,Don Alipio Fernandes Sr. IS,6,M,Filipino,Overweight,79,85,76,93,77,94,76,95,81,95,93,91,99,87,89,95,93,88,82,96,76,92,93,75,93,81,88,82,73.08
S0521,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Ilocano,Wasted,93,94,80,86,94,93,100,89,80,93,94,95,90,81,79,77,80,98,94,94,82,100,86,79,98,92,96,89,75.71
S0522,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Filipino,Wasted,91,84,84,91,96,75,95,84,90,99,97,85,89,92,100,91,84,96,76,90,99,79,94,80,86,89,88,87,75.71
S0523,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Severely Wasted,93,83,92,84,89,78,79,77,95,80,80,81,94,89,91,89,79,100,78,81,79,84,84,90,84,76,75,100,75.71
S0524,Don Alipio Fernandes Sr. IS,11,M,Filipino,Wasted,92,98,95,76,87,85,76,77,79,84,75,100,94,83,98,87,99,81,99,76,86,84,96,82,81,89,80,95,73.08
S0525,Don Alipio Fernandes Sr. IS,12,F,Ilocano,Obese,79,100,90,94,78,85,83,87,92,78,97,98,85,98,90,97,88,95,91,89,81,81,78,75,83,96,76,92,73.08
S0526,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Ilocano,Overweight,87,82,92,86,100,79,81,99,92,80,84,99,75,94,87,87,88,78,98,82,98,75,76,80,82,76,88,85,75.71
S0527,Don Alipio Fernandes Sr. IS,12,M,Filipino,Obese,83,91,86,88,91,86,82,75,96,85,77,82,86,91,83,86,84,98,75,77,84,88,96,88,87,91,95,76,73.08
S0528,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Obese,86,85,81,75,76,92,96,85,100,81,94,87,78,81,94,79,82,89,80,94,97,93,84,98,81,91,88,100,73.08
S0529,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Tagalog,Severely Wasted,99,92,82,93,94,96,77,97,99,90,79,99,75,95,89,98,92,100,90,90,88,89,93,78,91,87,90,82,75.71
S0530,Urdaneta I Central School,12,F,Tagalog,Severely Wasted,97,99,94,78,79,96,85,76,76,77,97,81,100,90,83,83,84,83,80,92,95,85,100,77,85,76,95,85,66.82
S0531,Urdaneta I Central School,10,F,Ilocano,Overweight,86,87,97,76,82,79,77,95,84,78,82,99,84,85,86,76,82,84,85,78,80,99,90,100,81,98,96,87,66.82
S0532,Urdaneta I Central School,12,F,Tagalog,Overweight,92,86,76,95,99,81,76,97,77,86,80,95,85,85,82,98,81,76,81,76,91,87,95,78,75,93,93,92,66.82
S0533,Urdaneta I Central School,8,F,Ilocano,Severely Wasted,79,98,90,91,90,78,85,84,94,98,86,77,80,94,87,97,94,84,87,94,75,77,75,91,76,80,92,84,66.82
S0534,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Tagalog,Severely Wasted,99,86,82,98,91,96,96,81,82,97,75,85,78,96,93,76,81,88,79,75,100,96,93,90,88,91,95,78,75.71
S0535,Don Alipio Fernandes Sr. IS,6,F,Filipino,Overweight,95,100,86,80,82,98,81,76,79,88,75,95,91,95,93,78,91,98,83,92,82,76,76,93,90,93,100,97,73.08
S0536,Urdaneta I Central School,12,M,Tagalog,Normal,76,93,96,80,92,82,81,84,82,100,100,89,89,80,98,81,81,84,83,88,76,92,91,100,94,99,81,98,66.82
S0537,Don Alipio Fernandes Sr. IS,7,M,Tagalog,Severely Wasted,79,93,86,83,79,98,95,81,87,98,98,96,89,94,96,75,76,99,94,94,94,91,78,96,91,100,93,90,73.08
S0538,Don Alipio Fernandes Sr. IS,11,M,Ilocano,Overweight,89,92,99,77,76,81,99,89,78,85,98,79,95,76,91,77,93,98,100,98,85,94,86,81,94,85,78,97,73.08
S0539,Don Alipio Fernandes Sr. IS,6,M,Filipino,Severely Wasted,100,90,95,97,81,93,82,96,99,78,76,82,83,99,93,76,91,85,81,92,91,100,83,82,75,77,81,85,73.08
S0540,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,M,Ilocano,Obese,94,99,99,75,98,80,90,98,91,98,75,88,79,93,83,82,90,92,77,83,75,92,83,94,91,77,92,89,75.71
S0541,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,F,Filipino,Normal,82,100,79,77,96,98,80,75,87,90,81,75,83,89,93,78,99,80,77,79,75,78,87,88,86,87,92,94,75.71
S0542,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Obese,78,83,98,88,90,98,99,87,95,84,84,91,89,98,78,95,85,97,83,78,87,96,76,97,81,100,90,86,73.08
S0543,Urdaneta I Central School,12,F,Filipino,Wasted,97,79,96,90,88,82,82,81,78,86,86,86,87,87,75,87,97,99,75,99,98,75,83,92,78,82,83,100,66.82
S0544,Don Alipio Fernandes Sr. IS,6,M,Ilocano,Wasted,83,84,84,94,98,86,83,99,76,86,79,77,89,92,90,83,85,75,78,100,100,87,77,90,76,80,92,91,73.08
S0545,Don Alipio Fernandes Sr. IS,8,F,Filipino,Normal,100,75,78,77,80,76,84,84,92,81,91,87,99,89,81,92,84,81,100,85,95,78,88,85,90,78,97,87,73.08
S0546,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Tagalog,Obese,90,84,85,92,95,92,81,99,85,97,93,78,78,79,88,80,91,78,84,86,82,89,79,96,77,99,88,88,75.71
S0547,Urdaneta I Central School,8,F,Tagalog,Overweight,78,95,92,83,75,93,76,94,85,81,77,86,89,95,79,98,99,79,96,83,79,90,83,100,94,79,78,88,66.82
